time;gFx;gFy;gFz;TgF
1.469649479;0,0216;0,0150;1,0048;1,005
1.473424479;0,0208;0,0152;1,0052;1,006
1.477384896;0,0206;0,0144;1,0054;1,006
1.481969271;0,0210;0,0142;1,0051;1,005
1.485367187;0,0194;0,0152;1,0060;1,006
1.489001562;0,0198;0,0155;1,0059;1,006
1.493629687;0,0208;0,0166;1,0057;1,006
1.498680208;0,0214;0,0165;1,0064;1,007
1.505563541;0,0225;0,0155;1,0068;1,007
1.507382291;0,0208;0,0156;1,0055;1,006
1.50814375;0,0209;0,0153;1,0040;1,004
1.513011979;0,0203;0,0144;1,0052;1,006
1.518485416;0,0212;0,0141;1,0056;1,006
1.52065;0,0211;0,0145;1,0058;1,006
1.527626562;0,0206;0,0143;1,0063;1,007
1.528217187;0,0215;0,0156;1,0067;1,007
1.534436458;0,0211;0,0157;1,0063;1,007
1.536802604;0,0205;0,0130;1,0047;1,005
1.540586979;0,0201;0,0142;1,0046;1,005
1.547465104;0,0211;0,0149;1,0058;1,006
1.548310937;0,0207;0,0144;1,0047;1,005
1.553891666;0,0194;0,0149;1,0044;1,005
1.556351562;0,0197;0,0157;1,0055;1,006
1.56041875;0,0205;0,0145;1,0049;1,005
1.567263021;0,0206;0,0147;1,0049;1,005
1.569047916;0,0202;0,0158;1,0055;1,006
1.572143229;0,0213;0,0155;1,0040;1,004
1.576216666;0,0219;0,0141;1,0044;1,005
1.585035937;0,0195;0,0146;1,0051;1,005
1.589595312;0,0210;0,0145;1,0039;1,004
1.590061458;0,0208;0,0150;1,0042;1,005
1.592614583;0,0213;0,0137;1,0050;1,005
1.596714062;0,0206;0,0159;1,0056;1,006
1.601803125;0,0210;0,0163;1,0056;1,006
1.606810416;0,0217;0,0154;1,0050;1,005
1.607739583;0,0218;0,0153;1,0061;1,006
1.612273958;0,0211;0,0143;1,0057;1,006
1.618114062;0,0205;0,0147;1,0044;1,005
1.620741666;0,0205;0,0147;1,0047;1,005
1.628236979;0,0217;0,0155;1,0054;1,006
1.628591145;0,0204;0,0144;1,0053;1,006
1.638672916;0,0203;0,0150;1,0053;1,006
1.640032812;0,0214;0,0147;1,0054;1,006
1.640551562;0,0213;0,0149;1,0061;1,006
1.64811302;0,0202;0,0148;1,0051;1,005
1.648658854;0,0202;0,0143;1,0065;1,007
1.653068229;0,0207;0,0150;1,0055;1,006
1.657378645;0,0201;0,0157;1,0046;1,005
1.660101562;0,0208;0,0154;1,0058;1,006
1.668566145;0,0227;0,0148;1,0054;1,006
1.669357812;0,0218;0,0151;1,0062;1,007
1.6718625;0,0207;0,0154;1,0050;1,005
1.676520312;0,0208;0,0146;1,0042;1,004
1.680410416;0,0209;0,0148;1,0054;1,006
1.685944791;0,0220;0,0142;1,0060;1,006
1.687215104;0,0208;0,0141;1,0043;1,005
1.69255625;0,0219;0,0147;1,0047;1,005
1.696086458;0,0218;0,0146;1,0039;1,004
1.701610416;0,0204;0,0157;1,0055;1,006
1.707352083;0,0217;0,0150;1,0053;1,006
1.707657812;0,0214;0,0144;1,0041;1,004
1.711746354;0,0209;0,0154;1,0052;1,006
1.71706302;0,0211;0,0144;1,0054;1,006
1.71948802;0,0205;0,0152;1,0060;1,006
1.726421875;0,0205;0,0157;1,0047;1,005
1.729589583;0,0204;0,0134;1,0050;1,005
1.736277604;0,0211;0,0152;1,0042;1,004
1.73755677;0,0213;0,0145;1,0055;1,006
1.738841145;0,0219;0,0145;1,0054;1,006
1.747532812;0,0221;0,0155;1,0054;1,006
1.748201041;0,0203;0,0150;1,0052;1,005
1.752382812;0,0219;0,0156;1,0053;1,006
1.755721875;0,0212;0,0137;1,0060;1,006
1.759068229;0,0215;0,0144;1,0055;1,006
1.768536979;0,0226;0,0148;1,0059;1,006
1.770526041;0,0206;0,0146;1,0047;1,005
1.771069791;0,0212;0,0142;1,0057;1,006
1.775760416;0,0212;0,0158;1,0056;1,006
1.779001562;0,0211;0,0150;1,0047;1,005
1.787673958;0,0209;0,0148;1,0051;1,005
1.789058854;0,0222;0,0140;1,0059;1,006
1.79119427;0,0219;0,0147;1,0047;1,005
1.796966666;0,0207;0,0154;1,0045;1,005
1.798363541;0,0223;0,0154;1,0058;1,006
1.80953125;0,0215;0,0142;1,0058;1,006
1.81204375;0,0210;0,0150;1,0046;1,005
1.812682812;0,0209;0,0141;1,0047;1,005
1.816367708;0,0215;0,0159;1,0047;1,005
1.820769791;0,0212;0,0138;1,0058;1,006
1.827720312;0,0204;0,0145;1,0060;1,006
1.828067708;0,0224;0,0141;1,0062;1,007
1.831057812;0,0210;0,0145;1,0064;1,007
1.834668229;0,0223;0,0152;1,0052;1,006
1.838704687;0,0208;0,0153;1,0052;1,005
1.84481927;0,0208;0,0140;1,0054;1,006
1.847439583;0,0205;0,0152;1,0056;1,006
1.851714583;0,0209;0,0147;1,0057;1,006
1.855214583;0,0196;0,0137;1,0051;1,005
1.85881927;0,0213;0,0161;1,0071;1,007
1.86746875;0,0214;0,0141;1,0056;1,006
1.868996875;0,0223;0,0149;1,0059;1,006
1.869914583;0,0208;0,0150;1,0058;1,006
1.875246875;0,0208;0,0151;1,0051;1,005
1.878351041;0,0211;0,0147;1,0054;1,006
1.885977604;0,0211;0,0146;1,0050;1,005
1.886608333;0,0212;0,0157;1,0065;1,007
1.89025677;0,0213;0,0150;1,0063;1,007
1.894675;0,0211;0,0141;1,0062;1,007
1.904685416;0,0214;0,0150;1,0068;1,007
1.906771875;0,0223;0,0156;1,0050;1,005
1.90736302;0,0217;0,0141;1,0058;1,006
